risk_score,age,horizon_years,goal_encoded,monthly_sip,income_category,fund_category
5.5,39,28,2,18518,2,2
1.3,41,23,1,32837,1,6
6.4,22,22,3,34590,1,4
7.2,23,16,2,38889,2,4
3.1,62,16,2,34072,2,1
2.1,51,23,1,600,0,1
3.8,52,30,0,8685,1,1
4.3,41,7,3,9034,1,2
6.6,32,30,1,12006,0,4
5.7,35,19,2,31862,0,2
3.2,21,2,3,25980,1,0
2.1,23,6,3,42257,0,1
7.1,55,3,0,49601,2,1
6.1,50,5,3,9879,2,2
5.8,36,30,0,45724,2,6
7.9,25,18,0,5304,2,4
2.3,36,6,1,15166,0,3
9.1,52,13,2,15617,2,5
3.0,20,11,1,48394,1,1
1.8,30,2,3,10704,2,5
9.0,33,15,0,15729,0,7
4.2,59,16,1,14599,1,6
5.7,36,11,0,42236,0,2
1.7,39,6,3,41416,1,6
8.8,44,17,2,36631,1,5
9.1,53,4,2,24281,0,4
3.7,29,15,1,11593,1,2
3.1,27,2,2,24435,1,0
7.2,35,14,0,25397,2,6
7.5,58,9,2,6236,1,6
5.6,32,18,0,32521,2,6
9.1,52,9,0,40999,2,1
4.7,28,30,2,48437,1,2
7.3,50,5,0,34570,1,1
7.6,45,28,1,41345,2,6
6.4,37,2,1,35441,0,3
6.3,32,24,2,38139,2,2
6.5,25,28,0,32272,2,2
3.9,25,17,0,22121,1,6
1.5,38,19,1,31408,2,1
4.5,38,28,2,17333,0,2
8.8,25,8,2,18339,1,4
8.4,54,23,2,17284,2,6
4.5,55,12,2,25786,2,2
4.7,44,18,2,26969,1,6
2.7,36,9,3,17775,0,1
3.7,42,24,1,5885,1,2
3.7,48,20,3,39884,0,2
6.7,19,27,0,4460,2,4
3.4,36,21,3,23574,2,6
1.9,37,28,0,42366,1,1
3.6,58,20,3,34577,2,6
9.5,32,16,1,17513,0,5
3.6,49,4,0,37089,1,3
8.3,61,7,0,43307,1,4
9.5,23,17,1,14816,1,5
9.9,60,7,1,28353,1,6
6.0,40,4,1,25540,1,2
6.2,60,21,2,25331,2,2
6.6,46,5,1,10733,0,2
6.9,63,13,3,951,1,4
6.4,59,12,3,2446,1,2
4.5,37,26,3,1759,0,2
1.8,63,4,2,27269,0,1
4.5,65,6,0,31195,1,3
1.2,39,6,0,23823,1,1
5.1,64,16,3,14633,1,2
4.6,34,9,1,34463,1,3
3.3,54,9,1,36655,1,1
10.0,42,7,2,36689,2,6
2.6,38,6,2,25044,2,6
8.0,60,27,2,20610,1,4
1.9,58,23,1,27490,1,1
6.1,65,1,0,41457,2,1
3.0,26,15,1,40275,2,6
7.1,22,16,0,30506,2,6
2.8,41,16,0,26278,1,1
3.6,54,26,1,3090,2,2
9.2,29,9,2,46112,0,4
1.8,44,26,2,13776,0,1
4.8,46,25,3,8853,0,2
2.2,42,3,1,4664,2,0
8.6,21,1,1,44308,0,4
6.2,53,13,1,1076,1,2
7.0,62,25,2,34387,2,4
9.1,62,29,0,20666,0,1
3.6,59,7,0,44982,1,3
5.0,37,16,3,41721,0,2
9.1,42,14,0,21245,0,5
9.2,53,25,0,34761,1,1
2.3,65,26,1,20607,1,1
2.5,63,5,0,26208,0,1
2.6,53,6,1,5334,0,1
5.5,53,17,1,35875,0,2
3.7,52,16,3,31805,2,2
2.1,59,19,3,12622,2,6
8.9,37,6,1,24416,2,4
9.3,48,20,3,39980,0,5
9.0,36,6,0,25614,0,4
9.5,65,12,0,21059,1,1
8.5,47,30,3,11351,2,6
5.9,33,23,3,33628,1,4
1.3,33,8,0,14641,2,1
5.2,49,22,3,30875,0,2
9.8,52,29,2,28266,0,5
8.3,61,26,0,21198,1,1
5.6,55,14,1,6945,1,6
4.8,45,8,2,6544,1,2
7.5,51,5,0,43293,1,1
8.7,56,30,1,18634,1,5
7.9,33,14,3,13188,1,4
9.0,46,27,1,27962,2,5
2.0,24,22,0,31058,0,1
1.2,44,9,2,19225,2,1
5.2,30,4,3,10547,0,2
1.7,21,6,1,31592,0,3
1.7,25,17,2,29567,2,1
1.5,19,4,1,30343,0,1
5.8,32,14,0,43411,1,6
3.1,24,30,2,16911,1,1
4.0,24,29,2,702,1,6
7.2,26,8,3,9042,2,4
1.2,34,24,0,39156,1,6
8.8,34,9,3,48981,1,4
2.4,48,26,2,11372,2,1
9.8,28,22,0,35215,2,7
6.3,62,19,0,4134,2,1
4.2,44,9,2,502,1,2
5.1,31,5,0,21997,1,2
2.6,51,21,1,4028,0,1
1.1,38,25,3,16604,1,6
8.9,22,25,2,36990,0,5
1.2,54,22,1,43213,2,1
4.2,65,19,2,45156,1,6
4.9,40,21,1,26051,0,2
8.9,27,27,1,30077,2,5
6.2,37,29,2,5090,0,2
6.9,63,29,0,16901,1,1
1.6,65,28,1,16122,1,6
1.6,43,3,3,39528,1,0
5.8,20,12,2,37793,0,2
8.0,39,3,0,13776,1,6
8.5,53,3,1,38464,0,2
8.7,61,23,3,25952,1,5
2.9,62,23,2,1267,0,1
9.3,28,22,1,47089,2,5
9.1,18,5,1,38974,1,4
7.4,31,27,2,34596,2,4
1.2,60,26,3,43647,1,6
1.4,41,17,3,40196,0,1
7.6,35,22,2,18178,1,4
2.2,34,17,1,49009,1,6
2.3,59,21,2,28268,2,1
5.9,43,15,1,3430,0,4
1.4,45,15,0,20574,1,1
7.1,42,28,3,22345,1,4
9.5,65,24,2,20878,0,5
9.8,56,21,3,20112,0,5
2.7,29,12,0,38379,1,1
7.3,28,7,1,25580,0,4
1.8,30,15,3,31670,2,5
2.1,42,25,0,13917,1,6
6.6,31,24,1,32275,1,4
5.0,39,2,3,2403,0,1
4.2,42,22,2,27877,0,2
9.2,50,1,3,36992,1,4
3.1,62,15,0,19420,0,1
1.2,35,8,2,28659,2,6
4.6,42,14,0,12280,1,6
7.1,42,7,0,44155,0,4
6.1,55,24,3,26861,1,2
3.3,58,22,0,3448,0,1
8.0,18,5,3,4858,1,5
1.1,30,21,0,21445,0,1
5.9,52,10,1,48978,1,2
6.6,36,27,0,47922,0,4
1.1,37,7,2,9693,0,1
8.6,45,10,0,36938,2,5
6.1,24,3,3,48111,1,5
8.7,62,20,2,7848,1,5
2.6,38,11,3,1567,1,1
6.4,54,20,1,35007,0,2
1.2,44,12,2,8398,0,1
8.7,37,15,0,10856,1,5
9.6,35,12,0,14606,0,5
8.6,24,5,1,22915,2,6
3.5,28,17,2,5491,2,6
4.1,64,14,0,2627,0,1
6.2,18,10,1,39753,1,2
9.0,55,20,0,8389,0,1
3.4,57,12,2,23514,1,1
7.3,48,10,3,4998,2,4
9.1,43,5,0,21383,2,6
6.2,49,15,0,19848,1,1
7.3,52,14,1,31292,2,4
7.4,32,1,0,38307,1,2
5.4,45,4,0,2129,2,2
4.3,57,28,0,46965,1,1
1.0,29,3,0,20802,2,0
8.4,48,1,1,25178,2,2
3.8,37,22,0,41010,2,2
9.9,61,16,3,48211,1,6
7.9,44,9,3,15184,2,4
2.9,44,23,1,30675,2,1
8.0,53,4,3,33984,2,2
9.7,51,7,0,8175,0,1
5.4,34,10,0,3200,2,3
8.6,43,21,0,6027,2,5
3.1,20,23,3,15135,0,5
5.1,62,22,3,40529,2,4
7.5,43,5,0,24167,0,2
5.6,25,19,2,12225,2,2
3.5,26,14,0,45521,0,1
2.0,54,23,3,20629,0,1
3.1,33,17,3,16619,1,5
7.1,41,29,1,46140,2,4
4.5,49,4,2,47404,2,2
5.4,23,12,3,40433,2,4
6.6,60,20,1,19688,0,4
2.0,28,20,2,38080,2,6
2.4,41,26,3,40144,1,1
8.6,26,13,1,11122,0,5
8.0,34,30,2,18828,1,4
8.8,45,11,3,41648,1,5
4.5,35,7,0,22518,0,2
2.3,30,6,2,14393,2,6
5.7,24,1,0,45669,1,0
2.9,45,9,3,44129,1,1
4.0,61,24,2,35995,0,2
2.0,23,7,0,39768,0,1
3.5,57,23,2,10812,0,1
6.8,62,21,3,4270,0,4
5.2,55,24,2,46139,1,2
3.3,29,7,0,35804,0,1
9.5,45,9,3,901,2,4
3.1,45,11,2,9013,2,6
7.8,31,27,1,24398,1,4
7.5,39,9,2,24028,0,4
8.3,43,3,1,19376,1,2
1.3,37,30,3,16279,2,6
8.4,20,15,2,9987,0,4
7.2,45,15,1,40741,0,4
10.0,57,28,0,20631,0,1
5.5,20,17,1,43330,1,6
6.3,22,5,3,14548,2,2
1.1,59,29,3,29220,2,6
4.9,18,10,1,28366,1,2
5.6,52,2,0,49203,1,1
4.6,36,19,3,632,0,2
4.9,57,11,0,10465,1,1
9.4,64,9,1,15411,0,4
3.2,33,23,2,9897,2,6
6.2,53,12,0,44202,1,1
8.1,21,13,0,47187,1,4
5.3,54,5,0,1852,1,3
9.8,26,23,2,47279,0,5
5.1,41,14,0,40462,1,6
4.7,23,26,3,4155,1,4
5.1,25,28,2,18321,2,2
1.5,32,21,3,1678,2,1
1.2,42,1,0,41956,0,0
8.4,58,21,3,21821,2,4
2.8,58,15,1,14705,0,1
1.8,28,15,1,14888,2,6
8.6,25,12,3,3871,2,5
5.6,36,13,0,32273,1,2
7.8,49,19,3,24002,1,6
5.9,64,13,3,35473,0,2
4.8,55,18,3,14720,2,6
4.2,39,8,0,10760,2,2
3.8,65,28,0,6627,1,1
4.1,61,27,3,29277,2,6
2.0,23,13,0,27304,1,1
8.6,27,15,3,12275,2,5
4.6,30,25,1,49199,0,2
2.9,64,18,1,37951,1,6
3.6,48,1,2,27296,1,0
4.3,43,28,0,38108,0,2
7.8,41,4,0,32650,2,2
8.4,47,18,3,5483,1,4
5.9,57,10,0,32544,1,3
2.4,44,7,1,36969,0,1
6.2,58,6,1,4301,1,2
4.9,35,27,0,28593,1,2
1.1,40,12,0,22499,0,1
6.8,45,26,1,20584,1,6
3.3,47,13,0,17599,2,1
5.3,37,11,1,48064,0,2
3.9,37,28,2,8991,0,2
6.6,43,3,1,15951,0,2
7.7,45,12,3,32535,0,4
7.6,56,11,3,17557,0,4
1.4,43,22,2,36390,2,1
2.2,41,14,2,22373,0,1
1.5,32,26,3,35916,0,5
4.9,57,12,3,34653,0,2
9.2,55,21,0,30490,2,1
5.2,28,11,2,29830,1,2
1.7,32,1,2,24620,1,0
5.2,58,3,1,20882,0,2
6.5,51,28,2,3830,2,2
2.9,57,13,3,39737,2,6
2.5,18,3,2,28943,2,0
4.7,43,13,1,28936,1,2
3.8,23,10,2,45456,1,2
6.0,30,1,2,24911,0,7
2.7,36,1,1,37340,0,1
9.3,27,12,0,19377,0,5
4.6,36,5,1,33741,1,2
3.9,59,5,0,31745,1,3
1.4,27,7,2,15738,0,1
3.9,30,8,0,7723,1,2
7.9,33,24,3,27932,2,4
8.2,53,3,3,23964,2,2
8.9,40,5,0,22880,1,4
8.6,56,28,2,35638,0,5
2.9,35,17,2,26525,0,1
7.2,51,17,0,47193,2,1
7.4,52,18,3,35942,2,4
8.7,58,6,1,35806,0,4
9.5,37,3,2,44376,2,4
2.9,33,26,2,13420,0,1
6.1,40,22,2,42350,0,2
6.8,25,22,2,22304,0,4
4.7,20,22,3,41409,1,5
7.9,42,20,2,21521,0,4
9.2,18,19,0,12369,0,5
6.7,20,12,3,27568,0,4
2.7,32,13,0,18964,2,6
5.1,49,3,2,8036,0,7
6.6,30,11,2,30928,1,4
3.6,63,4,3,27935,2,2
4.6,59,18,0,10887,0,1
9.2,62,6,1,15589,2,6
7.4,45,14,2,43958,2,4
4.2,38,28,3,47324,0,2
7.9,21,17,0,49593,2,6
6.3,21,10,2,25202,2,2
9.2,43,6,3,21681,1,4
4.3,62,6,3,18222,1,2
6.9,30,13,3,11753,0,4
8.0,28,17,3,13276,1,4
7.6,63,12,0,5738,2,4
7.9,52,13,1,25677,2,4
6.3,36,27,2,49699,0,2
6.3,23,7,1,581,1,2
2.9,40,3,2,29684,0,1
8.7,52,21,2,46423,2,5
1.2,33,12,0,21330,0,1
2.9,21,28,1,18259,0,1
1.8,47,27,0,17179,1,1
3.0,30,6,0,47776,0,1
1.6,38,17,3,45513,2,1
7.5,49,21,2,46518,1,4
5.5,64,10,2,5984,1,3
5.0,37,16,3,8528,1,2
2.9,38,13,3,10366,0,1
4.3,61,22,1,2177,2,2
9.8,25,26,2,35066,2,5
3.9,21,25,1,13707,0,2
2.9,25,4,3,18940,0,5
3.1,43,2,1,23397,0,0
2.4,54,19,0,38614,0,1
6.3,30,7,2,2802,1,2
6.8,20,10,2,24309,0,4
2.0,55,3,3,28602,1,6
6.4,26,28,2,27777,1,2
6.7,52,10,0,38474,1,4
1.4,22,26,2,6123,0,1
1.9,20,3,3,1150,1,0
3.7,42,26,2,42643,1,6
1.9,53,1,1,35436,1,0
6.5,61,25,0,18892,0,1
6.8,41,9,3,6874,2,4
1.8,40,5,1,9230,0,1
8.3,33,12,1,8918,2,4
6.5,52,6,1,12837,1,2
4.7,21,15,1,12978,1,6
6.8,26,7,0,36518,2,4
4.5,37,2,3,32131,2,6
4.4,30,13,1,39677,2,2
6.2,28,17,3,12358,2,4
6.0,49,19,0,26163,1,1
5.4,38,30,2,30233,0,2
4.3,44,30,1,27435,0,2
4.7,51,9,3,4301,1,2
7.0,38,8,1,5543,0,4
2.6,63,14,3,32430,1,6
8.2,46,13,2,4938,1,4
9.2,18,18,0,46780,0,5
5.2,32,30,0,622,0,2
1.2,46,8,0,47860,1,1
10.0,65,3,3,34892,0,4
9.5,64,10,3,19995,1,5
9.2,20,30,0,12454,1,5
9.2,38,2,1,35277,0,4
9.2,65,28,3,24482,1,5
2.9,38,18,0,16716,1,6
9.2,32,19,0,10247,1,5
1.3,43,25,3,45523,1,1
9.6,25,28,1,5120,1,5
5.4,51,23,2,47943,2,6
6.4,24,23,1,9249,1,6
8.4,29,29,3,37569,2,4
3.6,28,12,2,8048,1,6
2.8,54,22,0,14386,1,1
8.6,38,21,0,23760,1,5
1.3,56,23,2,4178,0,1
5.4,44,8,0,3161,2,2
6.6,43,27,2,28101,1,4
8.7,20,26,3,28389,0,5
8.3,65,25,2,5608,2,4
2.2,34,29,1,6864,1,6
6.1,30,22,0,2240,0,2
8.6,27,13,1,44136,1,5
3.8,24,26,3,4411,1,4
6.1,22,13,1,37613,1,2
7.6,30,23,1,4626,0,4
3.6,59,5,2,2969,0,2
5.6,35,25,1,38825,1,6
9.9,62,5,0,49287,1,1
2.4,40,3,0,30935,0,0
9.8,41,30,3,31652,1,6
6.1,18,14,0,28370,1,6
7.4,62,29,2,41882,1,4
3.9,63,17,3,15892,0,2
3.5,23,15,3,47099,2,5
5.6,22,3,1,34548,0,1
5.0,50,9,1,36691,0,2
9.6,26,3,1,9666,2,6
4.1,43,22,0,13154,1,6
2.3,41,11,0,14954,0,1
7.5,46,12,3,30144,2,4
9.0,65,7,0,9804,0,1
8.3,46,24,1,11507,1,4
5.5,53,7,3,19861,2,2
1.7,42,4,0,7389,0,1
9.5,21,16,0,26576,0,5
9.0,54,26,0,19056,2,5
2.1,40,17,1,31468,2,1
2.5,26,12,2,3421,1,6
6.7,51,19,1,14349,0,4
9.1,18,5,3,34020,0,4
5.0,43,10,1,43630,0,2
3.4,24,18,0,32850,1,1
1.5,57,8,3,42607,1,6
4.9,57,13,0,45779,1,1
2.7,49,21,1,27616,2,1
7.8,42,23,1,34516,2,4
2.9,37,24,0,39466,0,3
9.4,24,13,2,25571,2,5
5.5,56,24,1,46616,0,2
7.0,48,23,1,42191,1,4
6.6,57,30,1,24318,0,4
4.9,45,29,0,2471,2,2
8.4,45,6,0,997,2,2
2.2,52,27,3,45917,1,1
5.6,49,1,2,18218,1,2
7.5,43,21,0,22516,2,4
5.4,40,14,1,6224,0,2
5.3,55,20,3,16860,1,6
7.6,25,13,1,22974,1,4
6.1,35,29,0,7226,2,2
4.2,39,27,0,41620,0,2
9.0,23,22,3,13536,1,5
5.7,43,4,2,28909,0,2
6.1,64,24,0,45983,2,1
9.3,40,15,2,1452,0,5
1.4,62,26,3,38450,1,6
6.5,28,7,2,49700,2,2
9.4,29,13,1,42092,2,5
5.7,33,24,2,38522,2,6
7.9,21,3,3,26967,2,4
4.2,52,3,3,20839,1,6
9.6,37,16,1,6468,1,5
4.7,43,13,2,1484,2,6
3.6,23,24,3,33644,0,4
8.7,60,27,0,14618,2,1
8.4,65,7,3,3886,2,6
9.9,30,22,1,33285,0,5
8.7,58,19,1,29283,0,5
6.5,47,24,0,21172,2,1
6.1,28,10,0,31663,1,3
1.5,31,7,3,27781,1,5
2.9,59,23,3,31505,2,6
1.3,25,10,0,23190,0,1
2.9,26,13,1,41508,2,1
4.8,39,23,2,46423,0,2
4.3,45,18,2,19150,0,4
4.7,56,15,1,49088,1,6
7.4,41,19,2,8498,0,4
1.8,32,8,2,4450,1,1
5.3,31,21,3,45247,1,4
5.2,50,14,2,36799,2,2
5.6,22,29,3,7515,0,4
7.1,56,3,3,5062,0,2
8.3,24,8,1,46464,1,4
2.6,32,8,3,23439,2,1
4.8,28,20,0,20046,1,6
10.0,48,27,1,18944,2,6
9.9,42,30,1,48109,2,5
1.5,21,16,2,9533,0,1
4.0,38,3,3,37094,2,6
6.0,38,21,2,15711,0,2
7.1,47,19,1,21020,1,6
4.1,34,16,0,40651,1,2
7.4,50,7,1,13772,0,4
4.3,59,5,3,15546,2,2
3.0,57,9,3,25809,0,1
7.4,27,30,3,36173,2,4
9.8,36,24,2,10007,2,5
8.6,38,4,1,13345,2,4
5.9,27,26,0,30172,1,6
4.5,43,7,0,26262,0,2
2.7,48,22,1,17909,0,1
3.8,53,26,2,8692,2,6
3.6,54,5,1,12481,1,2
6.7,29,20,1,49009,0,4
5.5,41,8,3,47977,2,2
6.5,30,24,3,35461,2,4
7.6,36,15,2,23586,0,4
6.7,40,15,3,32658,0,4
9.3,53,30,3,4910,0,5
4.5,35,26,0,1319,0,2
7.9,49,4,1,47389,2,2
6.2,20,20,3,40053,2,4
5.6,54,23,2,48733,2,6
8.8,47,3,0,49728,2,1
3.3,21,17,1,25830,1,1
1.6,50,5,0,27474,2,1
7.7,21,17,1,15474,0,4
4.4,58,21,1,42389,1,2
4.8,40,5,0,8078,0,2
6.1,32,6,3,26576,1,2
2.1,20,5,2,43584,1,1
8.2,36,1,3,30198,0,2
3.1,34,18,2,41061,1,6
2.5,32,30,3,36434,0,5
1.4,48,5,0,19418,0,1
7.4,28,22,0,31450,2,4
7.7,48,11,0,21357,0,1
8.3,27,2,0,10591,1,2
4.5,39,18,1,42022,1,2
9.1,52,15,0,8461,0,1
5.7,42,24,1,32455,1,2
4.6,42,17,3,26438,2,2
7.1,27,27,2,48733,1,6
5.3,61,19,0,48782,0,1
4.0,48,26,0,31527,0,1
7.5,41,5,2,12688,1,6
6.4,61,25,3,4632,0,2
3.6,60,19,0,41018,0,1
2.0,38,21,1,24625,0,1
7.1,47,4,3,26027,0,2
4.0,51,24,3,14158,0,2
2.2,61,26,3,34655,1,1
8.0,60,21,2,13646,1,4
5.9,48,11,0,28015,2,1
1.4,56,29,0,48614,0,1
8.2,20,23,3,46376,1,4
1.9,39,14,0,5499,2,1
7.4,38,18,2,47630,2,4
6.6,50,15,0,30712,1,1
10.0,20,14,0,44237,1,5
2.3,21,18,3,7944,1,5
8.6,34,30,1,43617,2,5
4.7,58,8,0,20000,1,3
2.3,59,2,1,20469,1,0
9.2,54,15,2,14218,2,6
3.9,32,18,1,29417,2,6
1.4,36,20,2,12264,1,6
4.9,43,10,2,15579,2,2
9.8,56,20,1,40484,0,5
6.8,64,22,3,41560,2,4
4.2,37,4,0,42107,2,2
5.8,28,14,2,44659,0,2
3.3,60,16,2,40019,1,6
6.7,49,23,0,13249,0,1
5.3,57,18,2,7072,2,6
9.9,24,8,3,47636,1,4
9.6,32,7,0,21341,0,4
8.6,41,20,0,41208,1,6
7.5,55,6,1,46033,2,2
5.0,52,15,2,8854,2,6
9.3,58,6,0,31549,1,1
3.5,34,18,1,18379,2,1
7.7,25,25,0,10584,0,4
6.8,41,11,2,15347,0,4
2.5,24,11,1,13182,2,1
4.2,34,3,2,25334,0,0
5.3,56,20,3,25115,1,6
6.6,60,10,0,20444,1,1
7.3,47,10,1,38453,2,4
9.4,55,5,2,45752,0,4
7.9,47,15,1,36435,2,4
5.3,26,23,3,9333,1,4
5.9,42,15,1,34545,2,6
2.3,44,17,1,2969,1,1
7.0,37,17,3,8185,1,4
8.8,49,2,3,34135,0,4
1.7,52,19,2,37175,0,1
8.4,65,19,0,25599,2,1
6.1,52,8,0,39724,2,1
2.0,56,3,0,35304,1,1
7.9,58,18,3,6312,0,4
2.8,21,18,3,41750,1,5
9.5,38,24,1,26573,0,5
7.6,57,11,0,27089,2,1
4.0,35,29,2,17994,1,6
7.3,42,2,1,10075,2,2
9.4,51,16,2,43078,0,5
3.2,26,14,0,7333,1,1
1.3,62,28,2,12124,0,1
5.9,47,23,2,19416,2,6
6.0,40,18,2,29038,1,6
6.0,49,22,1,14497,2,2
5.2,51,9,0,40677,0,1
1.2,18,23,3,14582,0,5
7.9,43,6,1,49567,2,6
3.2,23,25,1,7064,0,1
9.6,46,7,0,7585,2,1
7.1,31,26,3,28787,0,4
5.9,65,12,1,33216,2,6
6.2,47,16,2,15728,0,2
6.3,20,24,2,27561,1,6
1.1,38,28,0,1724,0,1
8.5,65,6,0,10948,1,1
1.7,48,14,3,14682,0,1
8.7,41,21,1,36751,1,5
8.0,21,29,2,11673,1,4
5.1,40,15,2,22493,0,2
5.8,47,3,1,641,2,6
1.7,63,10,0,26969,0,1
8.4,28,15,1,26928,2,4
8.4,31,21,1,16804,2,4
9.8,55,7,1,29255,1,4
9.5,53,17,1,22032,2,5
6.4,41,11,0,31485,2,2
7.1,65,6,1,11372,0,2
7.6,54,5,1,34175,1,6
6.9,26,24,3,2294,1,4
2.7,46,17,3,17417,1,1
5.5,29,25,0,34756,2,6
8.0,32,27,1,22703,0,4
4.3,52,11,2,42965,1,6
7.4,38,24,1,32059,0,4
6.5,22,5,3,20932,0,2
7.4,30,15,2,2916,0,4
2.2,22,19,1,6524,0,1
6.2,36,17,3,41194,0,2
9.8,40,22,3,49123,2,5
5.0,56,3,3,18826,2,6
9.0,22,5,3,29331,1,4
4.7,37,19,3,49587,0,2
9.3,45,27,1,5849,0,7
5.5,55,17,2,23530,2,6
5.7,38,28,0,1865,0,2
9.7,42,28,1,11919,0,5
4.8,65,15,3,26748,2,6
3.8,37,14,2,34614,0,2
3.5,56,10,0,28164,2,1
6.2,48,20,1,11774,1,2
4.9,54,1,2,2089,1,2
1.5,45,17,0,37765,2,1
4.7,58,22,2,34414,2,2
4.8,20,21,0,14106,1,6
8.4,61,12,1,44554,2,4
7.5,62,24,2,41026,2,4
8.7,29,10,2,12472,2,5
1.1,52,26,3,41430,1,6
9.2,29,19,2,19782,0,5
8.3,56,9,3,1017,2,4
6.4,19,17,3,48639,1,4
9.3,46,18,2,30406,0,5
7.8,58,18,1,31195,1,4
1.8,40,5,3,3677,2,1
3.2,64,25,0,38214,0,1
8.9,52,8,2,15001,1,4
5.7,44,22,1,25817,0,2
2.4,44,26,1,32426,1,1
8.4,51,14,2,9880,1,6
5.7,49,4,0,38282,2,3
4.7,56,2,0,2110,0,1
4.4,43,14,3,37607,2,4
1.9,29,29,0,11485,1,1
2.0,49,19,0,32565,1,1
2.7,31,20,0,48955,0,1
1.2,54,18,2,17088,0,1
7.5,31,25,0,32019,2,4
6.3,47,12,2,11664,1,6
3.8,33,17,1,27459,1,6
6.3,35,11,0,31437,1,2
6.9,43,7,3,5218,0,4
4.7,65,8,0,26592,0,3
3.2,61,27,1,15477,2,1
5.3,35,7,0,48850,1,2
3.2,19,29,3,35285,2,5
5.5,38,18,3,28821,2,6
5.6,55,8,3,39241,0,2
8.1,41,13,3,21454,1,4
9.0,48,7,1,48558,2,4
1.3,51,9,1,48136,2,1
2.5,54,9,3,13017,1,6
9.1,34,26,3,18097,0,5
7.7,28,29,0,16120,1,4
7.1,28,7,1,20558,2,4
2.3,54,18,2,33448,2,6
2.1,55,27,3,1160,0,1
3.7,44,16,1,17780,0,2
7.8,37,4,1,15913,1,6
8.7,29,15,0,45557,1,5
9.8,23,26,1,22380,2,5
5.8,25,26,0,7920,1,2
3.8,48,26,0,14095,1,1
2.8,51,5,1,45674,1,6
4.3,27,14,2,48514,0,2
3.3,24,9,0,40133,0,1
7.3,33,13,3,22438,0,4
9.8,56,28,1,45406,0,5
4.4,58,2,3,45405,1,4
7.7,65,9,3,49930,0,4
3.2,36,9,3,35373,2,6
4.9,39,5,3,33502,2,6
9.8,41,14,0,18294,0,7
6.2,48,6,1,41847,2,2
3.7,25,24,1,11683,1,2
5.1,27,29,0,26984,2,2
1.4,57,22,2,15883,0,1
2.4,34,23,0,9533,0,1
4.4,40,29,3,33821,2,4
4.9,19,8,0,4817,0,2
7.8,41,15,0,32369,1,4
4.7,44,4,0,45726,0,2
6.3,38,10,3,38587,0,2
5.5,23,29,0,12961,2,2
10.0,50,12,1,40058,1,5
7.8,61,7,3,40105,2,4
6.7,24,4,3,11119,0,5
5.5,29,20,3,33680,1,4
3.0,41,6,0,4900,2,6
1.4,63,23,0,19340,1,1
2.3,41,13,2,9191,2,1
8.7,58,24,1,46486,2,5
2.4,27,16,3,41402,2,4
9.1,49,28,3,6182,0,5
8.4,53,7,0,45807,1,1
7.3,43,23,1,681,0,4
2.4,35,17,3,42660,0,5
7.0,41,12,1,47631,1,4
7.1,26,4,2,33738,1,6
3.4,44,26,3,14928,0,1
8.1,44,28,0,37911,1,4
7.2,24,17,2,14716,0,4
6.3,19,2,0,40649,2,4
4.5,24,8,1,27677,2,2
8.2,23,21,1,5989,2,4
1.6,59,25,3,20836,2,6
5.5,45,17,1,35262,1,2
3.0,29,14,0,26300,2,1
9.0,39,7,0,30125,0,4
4.1,49,11,1,34592,0,2
6.1,61,17,2,43867,2,2
2.8,29,9,3,44243,1,5
9.0,65,10,0,28325,0,1
8.0,41,15,1,27117,1,6
2.5,29,20,3,44205,0,4
9.0,24,30,2,21550,0,5
5.9,58,13,0,44270,0,1
1.4,45,23,1,37507,2,6
5.5,29,13,1,35434,2,2
9.4,53,22,1,35404,1,7
6.4,35,18,2,47122,1,2
6.6,47,29,2,27743,2,4
5.7,39,1,1,13001,0,6
4.2,27,16,2,11933,1,6
9.8,20,7,3,33865,2,4
7.1,43,24,2,15203,2,6
3.2,36,26,3,8473,0,1
4.4,54,11,0,37839,0,1
1.5,30,12,2,33101,1,1
7.7,39,28,3,2751,0,4
7.0,40,6,2,1233,0,2
2.0,26,28,2,27192,2,6
2.5,44,23,1,26547,2,1
7.8,37,10,2,4762,2,4
3.9,19,15,3,37661,0,4
9.1,40,9,2,9346,2,4
6.9,32,8,2,14755,2,4
5.7,32,12,3,33540,1,4
4.3,27,19,1,3345,0,2
1.3,18,15,3,18234,1,1
6.8,30,1,3,35308,1,5
4.0,42,3,3,4092,1,6
9.0,41,12,0,47197,2,5
4.7,26,17,1,14041,0,2
2.7,58,3,3,47391,1,0
4.8,19,6,1,40978,2,6
3.1,39,20,0,2843,0,1
2.1,42,27,1,20173,1,1
1.1,24,16,3,46410,0,5
2.1,27,14,3,2384,0,5
1.1,21,22,0,13741,0,1
6.6,42,25,1,23123,1,4
5.0,48,21,3,6128,1,6
6.4,27,10,3,32377,1,5
5.3,62,17,0,33199,2,1
2.5,25,12,2,35765,0,3
6.2,42,18,2,4271,2,6
7.8,45,22,1,46438,1,4
5.1,33,19,3,38072,2,4
8.1,22,12,1,35426,0,4
2.9,40,3,2,24357,0,0
7.9,56,11,3,3095,1,4
1.1,31,11,2,13877,2,1
8.5,21,23,1,2989,1,4
7.5,57,24,3,38346,2,4
7.6,21,14,3,11273,2,4
5.4,45,16,3,14555,0,2
5.0,22,1,2,19558,0,6
9.4,30,26,0,27092,0,5
8.4,32,21,1,2972,2,4
5.1,65,3,0,7317,0,1
