age,monthly_income,monthly_savings,savings_rate,horizon_years,risk_appetite_encoded,existing_investments,dependents,income_stability,risk_category
30,46440,24675,0.531,6,2,750550,3,1,3
29,414741,152525,0.368,12,0,19507,4,0,0
51,295337,102192,0.346,10,2,321660,0,0,2
18,265739,36050,0.136,1,1,5050,2,1,2
24,390830,52431,0.134,22,0,995118,1,1,2
63,441864,228784,0.518,21,0,453413,2,1,1
61,186857,67806,0.363,4,1,529885,0,1,1
34,431864,88967,0.206,24,1,195984,5,0,2
36,367161,112771,0.307,3,1,507483,1,1,1
37,99941,9403,0.094,28,2,5017,3,1,3
22,65938,24729,0.375,15,0,168444,0,0,1
32,371504,124346,0.335,29,0,92862,1,1,2
39,469172,187992,0.401,5,1,550288,3,1,1
60,260456,118174,0.454,20,2,770064,1,1,4
47,58079,7484,0.129,19,0,310745,1,1,1
30,150366,22857,0.152,26,0,224458,2,0,1
62,199933,73718,0.369,12,2,20948,4,1,2
51,180074,39723,0.221,11,0,201157,1,0,0
54,219519,82627,0.376,12,0,529951,0,0,0
26,59137,7534,0.127,19,1,664945,4,1,3
40,56392,23731,0.421,29,2,162198,5,0,3
40,449723,183751,0.409,30,2,37232,5,1,4
41,77172,36769,0.476,19,0,981041,2,1,2
21,311144,62564,0.201,23,1,305718,2,0,3
63,97972,33424,0.341,2,2,965624,1,1,1
39,246371,37687,0.153,2,0,317055,5,0,0
32,54623,20063,0.367,4,2,214589,1,1,4
19,86224,30365,0.352,29,2,103376,3,1,4
61,161981,65883,0.407,10,2,500841,1,0,2
47,59435,17976,0.302,18,1,398506,1,1,3
28,393985,192471,0.489,22,2,320051,0,1,4
43,142660,31013,0.217,1,2,438824,4,0,1
35,201721,67104,0.333,12,1,179012,2,1,3
28,150115,29490,0.196,9,1,50650,5,0,1
48,453109,78396,0.173,6,0,67484,4,0,0
39,25293,9051,0.358,22,0,854259,3,1,1
64,279742,46970,0.168,8,0,99345,5,1,0
30,162009,85138,0.526,13,0,721841,4,1,1
56,31290,13739,0.439,9,2,117278,5,1,2
53,230760,130890,0.567,1,2,404220,2,1,1
26,485924,95888,0.197,13,0,358423,4,1,1
39,188702,73606,0.39,5,2,768595,1,0,3
42,296916,115990,0.391,28,1,873523,3,1,2
32,384479,178155,0.463,5,2,683306,1,1,4
41,362345,70651,0.195,30,2,289330,3,1,3
61,213766,14610,0.068,8,0,890567,3,1,0
65,93086,33205,0.357,28,2,242407,5,1,2
64,263705,127245,0.483,26,2,673317,2,1,4
37,250921,149218,0.595,18,1,521827,2,1,3
48,361016,40344,0.112,10,0,398267,2,1,1
25,434989,245377,0.564,7,1,41182,2,1,3
21,89086,27163,0.305,11,1,381760,3,0,1
61,46592,13309,0.286,4,1,351406,2,1,1
57,385525,151624,0.393,26,0,920118,4,1,0
21,126566,67395,0.532,12,2,416716,5,1,4
48,425219,46444,0.109,9,2,286965,1,1,4
59,189629,57523,0.303,23,2,123409,2,1,3
59,64280,13951,0.217,22,1,16915,5,1,1
59,260984,103902,0.398,5,1,463656,5,0,0
54,459174,58380,0.127,15,2,645737,0,0,2
39,403329,40682,0.101,13,2,373691,1,1,4
20,339117,143655,0.424,16,1,269024,5,0,3
58,243462,117024,0.481,2,2,20077,4,1,1
39,424655,171974,0.405,7,1,921556,5,1,2
51,174042,20565,0.118,4,2,575944,5,1,1
53,254068,62498,0.246,9,2,210339,2,1,3
38,392857,121128,0.308,23,2,609854,5,1,3
30,64379,6835,0.106,4,2,239173,1,1,4
62,160251,16955,0.106,25,2,460372,4,0,1
63,418517,151216,0.361,25,0,132645,3,0,0
61,156248,41161,0.263,17,1,714222,1,0,1
50,300512,168843,0.562,23,1,628590,2,1,2
45,197813,36977,0.187,25,0,6714,0,1,1
33,323056,119742,0.371,29,2,214862,4,1,4
38,103521,27151,0.262,10,2,175369,0,0,3
63,305239,8991,0.029,2,2,173697,1,1,1
32,174229,33363,0.191,11,0,713297,5,1,1
40,493701,276969,0.561,16,1,296317,0,1,3
24,474929,177483,0.374,17,0,503166,4,0,1
34,52481,12663,0.241,12,1,123311,2,1,3
39,490005,244198,0.498,22,0,160636,5,0,0
18,155605,87962,0.565,1,1,474677,5,1,1
51,469423,186607,0.398,14,0,131086,2,1,0
23,155282,69586,0.448,22,1,870038,1,1,4
48,302716,140172,0.463,22,1,191933,0,1,3
37,435004,235059,0.54,29,0,733210,5,1,1
22,277075,18068,0.065,10,2,452174,1,1,4
59,294187,71572,0.243,9,2,481268,4,1,2
60,329490,118993,0.361,23,2,77228,4,1,2
64,305605,10351,0.034,24,1,869060,0,1,1
58,110577,66339,0.6,13,1,668137,0,1,1
60,242658,100515,0.414,2,2,650222,2,1,1
59,253651,82027,0.323,25,2,139906,0,0,2
63,424549,121254,0.286,29,0,503669,2,1,0
29,127107,6943,0.055,10,1,112319,5,0,1
45,265649,109565,0.412,18,0,35402,0,1,2
53,476237,165059,0.347,9,0,141755,3,1,0
23,107738,11771,0.109,29,1,424517,4,1,3
26,423048,183480,0.434,19,0,477237,3,1,2
38,76843,39519,0.514,30,1,44935,3,0,2
25,178747,22673,0.127,20,2,828035,1,1,4
55,132259,32446,0.245,28,0,568366,3,1,0
20,94745,49660,0.524,12,0,11721,3,1,1
47,118215,46168,0.391,30,0,364258,0,0,0
41,162127,24760,0.153,25,1,921304,5,1,2
48,380841,78541,0.206,7,0,344421,4,0,0
51,448049,167352,0.374,24,2,937017,2,0,2
56,55183,20979,0.38,15,2,57194,1,1,3
37,147899,12807,0.087,25,1,182414,0,0,2
37,186812,81848,0.438,3,0,668987,1,1,0
43,278329,99022,0.356,28,1,106948,3,1,2
37,389898,165135,0.424,15,1,513622,5,1,3
30,107964,5711,0.053,11,2,535212,1,1,4
52,408222,205028,0.502,21,2,891580,3,0,2
49,186746,57703,0.309,27,1,742474,5,1,2
52,376463,12882,0.034,10,2,826998,1,1,2
27,181361,55411,0.306,8,2,109337,2,0,3
52,471784,182367,0.387,28,0,458093,1,0,0
38,27585,9122,0.331,5,2,672661,3,1,3
32,451967,89564,0.198,23,2,774393,3,1,4
57,306603,61782,0.202,15,0,1825,3,1,0
22,413245,166155,0.402,15,2,294306,4,0,4
19,466187,274883,0.59,24,1,620971,2,1,4
44,233704,84606,0.362,14,2,26250,5,1,3
37,275311,79363,0.288,26,1,621688,5,1,2
62,329345,190326,0.578,17,0,547526,0,1,1
56,89396,50211,0.562,12,1,249494,3,0,0
23,178207,35262,0.198,7,2,277833,4,1,4
27,350035,187730,0.536,25,1,428546,0,1,4
27,109422,47383,0.433,6,2,504803,2,0,4
34,207884,94825,0.456,20,1,70325,0,1,4
22,433742,201553,0.465,8,1,933510,3,1,3
45,352364,209462,0.594,17,1,846133,1,1,3
58,37401,20428,0.546,7,1,776890,4,0,0
49,370162,129768,0.351,1,1,531117,0,0,0
47,271181,116539,0.43,25,1,837948,0,0,3
59,169671,87045,0.513,29,0,287933,0,0,0
63,143189,30594,0.214,20,2,735712,5,1,2
46,376979,103123,0.274,5,0,960930,3,1,0
59,62044,32081,0.517,13,1,299347,4,1,1
21,66381,5076,0.076,25,2,476708,2,1,4
40,121415,26788,0.221,19,1,724764,1,0,2
62,105406,50147,0.476,11,2,549435,5,1,2
31,251129,84017,0.335,19,2,317649,2,1,4
37,429193,177637,0.414,26,2,232798,2,0,4
18,479187,48937,0.102,19,2,487242,2,1,4
33,96990,14668,0.151,24,1,911773,0,0,3
39,234888,89985,0.383,29,0,219684,5,1,1
52,436549,93295,0.214,28,1,634191,3,1,1
55,98845,40429,0.409,30,1,204818,3,1,1
19,311494,9698,0.031,8,0,10165,2,1,1
43,340228,21211,0.062,10,2,662737,5,1,3
41,178025,41801,0.235,6,2,870194,4,0,1
24,279717,164749,0.589,13,0,654593,2,1,2
36,29201,11783,0.404,6,1,58418,1,1,2
41,87583,14364,0.164,17,2,799523,4,0,3
46,47663,24845,0.521,14,1,758707,1,1,3
35,274928,97635,0.355,12,2,98901,0,1,4
38,50976,12299,0.241,26,0,245900,5,0,0
20,251601,14533,0.058,26,2,999787,3,0,3
55,54798,11685,0.213,2,1,374116,2,0,0
19,28164,9458,0.336,8,0,831594,0,1,2
33,460844,240221,0.521,23,2,524209,1,1,4
63,243773,41294,0.169,10,2,568257,5,0,1
54,263707,21472,0.081,2,2,961278,1,1,1
19,338687,153010,0.452,21,2,320168,1,1,4
18,343406,102155,0.297,4,1,221002,1,1,3
34,62517,25595,0.409,27,2,718131,0,1,4
56,141854,69813,0.492,16,2,784891,4,1,3
29,295894,32987,0.111,30,1,181613,2,1,3
24,309703,106223,0.343,30,1,149389,1,0,3
48,273267,77031,0.282,10,0,349117,4,1,0
30,82160,5635,0.069,15,1,60843,3,1,3
24,499221,233907,0.469,12,2,682177,3,1,4
40,403576,186265,0.462,12,2,296306,5,1,3
25,168455,22718,0.135,6,0,450615,0,1,1
41,211595,19870,0.094,16,0,449167,3,0,0
59,413048,75270,0.182,14,0,978324,2,1,0
29,291172,151504,0.52,12,0,212194,0,1,2
54,381523,19063,0.05,3,0,617484,5,0,0
65,276927,77964,0.282,6,1,526708,0,1,1
46,200161,101604,0.508,17,1,946468,1,0,2
43,455456,219521,0.482,4,2,621965,5,1,3
39,299729,100131,0.334,28,2,951031,5,1,3
19,467814,84220,0.18,17,2,725267,3,1,4
26,96749,53513,0.553,21,2,237012,5,0,4
34,344690,112879,0.327,24,1,464843,0,1,3
41,307401,90054,0.293,25,0,44221,2,1,1
29,146489,63543,0.434,12,0,946058,1,1,2
36,85199,20223,0.237,29,1,204635,3,0,1
49,107057,29715,0.278,19,0,500269,5,0,0
59,200112,83270,0.416,26,1,996570,2,0,1
23,209319,63975,0.306,19,1,877714,0,1,3
33,185583,51051,0.275,23,1,632230,0,0,2
37,194304,58214,0.3,8,1,588150,1,1,2
65,135784,50267,0.37,16,2,371879,2,1,3
64,216370,18805,0.087,15,1,54716,1,1,2
52,23399,10378,0.444,2,0,338637,3,1,0
64,374818,86344,0.23,15,1,11809,1,1,1
50,203560,61632,0.303,8,1,899891,1,0,0
40,29275,8581,0.293,4,2,691214,5,1,3
20,232637,133684,0.575,17,1,564153,1,1,4
24,37830,21205,0.561,26,2,601643,3,0,4
22,35091,18853,0.537,21,1,844785,4,1,3
52,309112,176277,0.57,12,1,649689,1,1,1
27,170990,23256,0.136,11,1,384090,4,1,2
21,219336,55106,0.251,28,0,490320,0,1,2
32,485696,82838,0.171,9,0,393423,3,1,0
49,77109,36219,0.47,17,0,875900,0,1,2
35,409470,185357,0.453,2,2,617769,4,0,2
43,497332,135241,0.272,8,1,977074,3,1,1
41,170002,54987,0.323,20,2,621371,0,1,4
26,155121,19947,0.129,19,0,979424,0,0,1
31,292137,16465,0.056,18,0,338141,1,1,2
58,346543,11356,0.033,15,1,609668,4,1,1
43,124008,32011,0.258,28,1,642627,4,1,2
55,256729,118570,0.462,25,0,81468,1,1,1
50,232694,52266,0.225,27,0,189287,2,1,0
62,20969,5592,0.267,3,0,617365,5,1,0
27,102404,37476,0.366,6,2,483338,0,1,4
47,208214,109531,0.526,26,0,240655,4,1,1
40,394415,72345,0.183,19,1,70793,3,1,2
36,193861,95404,0.492,27,2,328141,4,1,4
55,205361,37544,0.183,1,1,474392,5,0,0
21,106891,28229,0.264,18,1,363298,2,1,3
37,161072,85824,0.533,11,0,316376,3,1,1
59,216012,47736,0.221,21,0,402867,3,1,0
60,228130,133928,0.587,11,0,341572,1,0,0
35,230670,6363,0.028,20,2,345328,4,0,3
49,285446,118466,0.415,17,0,941015,3,1,1
53,403241,64269,0.159,7,0,451614,2,1,0
42,265954,149797,0.563,26,1,750707,3,0,1
22,97080,26514,0.273,8,1,540993,3,0,1
54,381278,78916,0.207,7,0,3877,0,1,0
62,68555,29130,0.425,26,2,372072,5,1,3
53,168691,74503,0.442,20,1,551776,3,1,1
47,75277,11634,0.155,17,0,578523,5,1,0
65,377803,140915,0.373,28,0,838093,5,1,0
34,267610,77968,0.291,22,0,641992,2,0,1
29,105923,23697,0.224,16,2,891751,5,1,4
56,57982,30005,0.517,27,0,519892,4,1,0
38,63408,11487,0.181,6,0,917297,4,1,0
49,230042,82952,0.361,17,1,421410,1,1,3
57,308558,150450,0.488,20,0,135772,5,1,0
23,184500,110685,0.6,8,1,125074,0,0,3
28,315727,183350,0.581,27,1,143361,5,0,3
19,419721,135768,0.323,8,1,196591,5,1,2
29,35327,11192,0.317,24,1,616196,2,1,3
49,483340,164152,0.34,1,1,447427,0,0,0
65,403075,45849,0.114,23,2,600688,0,0,2
53,491376,204969,0.417,12,0,881455,2,1,0
39,166424,52820,0.317,12,1,743708,1,1,2
19,60194,18788,0.312,24,2,433099,3,1,4
64,389395,49537,0.127,22,2,523273,4,0,1
63,183277,94944,0.518,14,1,465075,1,1,1
62,229611,105513,0.46,29,0,205908,2,1,1
29,90908,43918,0.483,9,1,999896,1,0,3
27,281372,114768,0.408,20,0,751266,4,1,2
63,90775,15078,0.166,17,2,231673,3,1,2
47,498472,206943,0.415,27,2,777574,1,0,4
51,47134,5917,0.126,29,1,217129,3,1,1
62,56189,25599,0.456,11,1,166561,4,1,1
42,342549,66305,0.194,21,0,200633,4,0,0
40,451252,180621,0.4,20,0,46257,3,1,0
49,434026,25311,0.058,24,2,165992,2,1,4
48,437360,10622,0.024,18,2,757438,0,1,4
27,176295,26865,0.152,29,1,981153,2,0,3
41,39374,21605,0.549,5,2,615839,0,1,4
22,26309,7755,0.295,7,2,143206,5,1,3
19,297713,168299,0.565,13,0,89059,1,1,2
21,130648,29520,0.226,17,0,19734,3,1,1
53,54819,25085,0.458,23,0,565992,1,1,1
45,477172,272418,0.571,19,2,882894,5,1,4
56,424719,53392,0.126,1,2,70904,1,0,0
41,292018,59822,0.205,29,0,95987,2,1,1
61,344640,60186,0.175,11,2,550008,2,0,1
27,202387,57164,0.282,23,2,146712,4,1,4
41,400391,63900,0.16,29,2,738936,3,1,3
25,320201,158676,0.496,5,1,885032,1,1,3
20,438908,63420,0.144,16,1,701040,4,1,3
34,172531,17554,0.102,12,0,626618,1,0,1
38,167289,72541,0.434,6,2,782842,5,1,3
57,310088,145216,0.468,11,1,725375,5,1,1
41,156663,61395,0.392,19,0,317629,1,1,1
21,317555,129115,0.407,22,2,99772,4,1,4
57,186268,82221,0.441,3,0,638471,4,1,0
22,337123,186410,0.553,18,1,954359,3,1,3
44,427011,110856,0.26,1,0,653077,3,1,0
31,182632,16282,0.089,8,1,678403,0,1,3
48,397150,98928,0.249,6,2,677186,2,1,3
30,447924,160343,0.358,21,0,582275,0,1,2
64,250435,88731,0.354,5,1,813435,0,1,1
43,464912,46274,0.1,2,2,30653,5,0,0
23,493530,280560,0.568,8,1,353079,5,1,3
61,60721,32990,0.543,6,2,11227,3,1,2
35,350345,160879,0.459,1,2,648226,5,1,3
38,309095,25264,0.082,18,1,675109,2,1,3
38,369068,215120,0.583,13,0,497960,3,1,0
36,199869,13079,0.065,24,0,513604,5,0,0
20,499129,251635,0.504,6,1,630100,4,1,2
56,159972,38485,0.241,18,0,670374,3,1,0
57,235928,44459,0.188,6,1,787669,3,1,0
53,399919,41326,0.103,14,2,412453,0,1,2
33,138548,76296,0.551,29,2,243083,3,1,4
54,362494,169155,0.467,26,0,836960,2,1,1
61,433621,150554,0.347,26,2,894457,5,1,2
42,72136,33962,0.471,29,0,284380,3,0,0
53,379369,50213,0.132,8,0,884594,4,0,0
23,162645,48334,0.297,28,0,406373,2,1,2
38,390196,213343,0.547,27,2,6732,1,1,4
45,96964,16311,0.168,22,1,432795,0,0,2
18,141227,84244,0.597,2,2,638975,4,1,3
24,208812,69949,0.335,2,0,821809,1,0,0
47,161370,40848,0.253,28,2,804176,2,1,4
40,480478,64633,0.135,22,0,702105,3,1,1
46,406080,236831,0.583,25,2,964828,4,1,4
28,434879,142023,0.327,8,1,337774,1,1,3
22,252949,15485,0.061,3,2,776106,2,0,2
36,461514,98153,0.213,7,1,830665,3,0,0
55,439488,147914,0.337,4,0,133154,4,1,0
21,327453,25180,0.077,25,2,783783,4,1,4
24,359546,115551,0.321,19,0,645111,1,0,1
44,399397,65361,0.164,13,2,152472,1,1,3
51,458598,51129,0.111,17,2,73524,1,0,2
61,413719,75880,0.183,20,1,702936,4,1,1
54,35213,16179,0.459,13,0,846620,0,1,0
32,267647,14515,0.054,2,0,568632,4,1,0
34,458810,267160,0.582,11,2,341030,1,1,4
46,324172,173151,0.534,24,2,363184,2,1,4
39,490370,226344,0.462,27,1,819282,4,1,2
43,105061,57034,0.543,6,2,340492,4,0,2
26,147852,41516,0.281,14,2,775960,1,0,4
24,237687,123371,0.519,10,1,196398,3,1,3
64,472697,82774,0.175,11,0,199302,3,1,0
55,213717,24650,0.115,10,1,772148,1,1,1
54,87958,44994,0.512,22,1,601856,4,1,1
65,482863,231709,0.48,19,0,224478,3,1,0
45,180770,99686,0.551,16,0,376875,2,0,1
37,223679,25578,0.114,13,2,802963,2,1,4
42,339363,106243,0.313,17,0,724512,5,0,0
29,454335,82093,0.181,25,0,649401,5,1,1
48,222898,104612,0.469,21,1,635315,3,1,3
38,333073,37827,0.114,2,2,97654,3,1,1
35,157530,14151,0.09,22,2,334168,5,1,4
65,195848,67323,0.344,11,2,666530,4,1,2
57,184805,12444,0.067,28,2,88598,2,1,3
27,412889,186211,0.451,20,0,550343,2,1,3
21,189640,25760,0.136,2,0,95368,1,1,0
30,492037,21643,0.044,2,2,58126,0,1,3
34,197507,8794,0.045,7,2,143404,2,1,4
45,140973,16036,0.114,18,0,315308,4,1,1
49,266545,86795,0.326,23,1,11829,1,1,3
57,437531,52457,0.12,28,2,122950,2,1,3
34,222032,128070,0.577,20,1,357933,4,1,3
53,23372,13208,0.565,15,1,260529,2,1,2
62,50632,10725,0.212,1,0,611445,3,1,0
50,260920,41843,0.16,11,2,423086,4,0,1
50,329545,149064,0.452,15,2,934260,3,0,2
29,149970,11586,0.077,8,1,600465,5,0,1
24,226725,135117,0.596,22,0,515470,1,1,3
27,99874,35173,0.352,14,1,27328,0,1,3
33,227759,70524,0.31,20,0,539439,2,1,2
21,408703,69108,0.169,8,1,891622,2,0,2
62,437326,54365,0.124,28,0,448920,0,1,0
30,435838,160916,0.369,9,1,106276,2,1,3
57,261170,60387,0.231,11,0,513755,2,0,0
33,286220,111694,0.39,15,2,128798,3,0,3
29,86038,17756,0.206,26,2,251585,5,1,4
34,338702,173559,0.512,5,0,920374,0,1,1
65,352003,97506,0.277,23,1,791893,1,1,2
65,53117,5440,0.102,25,2,986192,0,1,3
27,46038,11949,0.26,15,1,582061,1,1,3
31,431330,37803,0.088,26,0,129997,5,1,1
53,402923,199225,0.494,29,2,642641,0,1,3
30,397308,28810,0.073,29,2,877326,4,1,4
32,239058,21303,0.089,7,2,87389,1,1,4
42,271914,152712,0.562,16,0,527279,1,1,2
34,284186,154637,0.544,19,0,298470,5,1,1
24,384332,173620,0.452,21,0,957789,2,1,3
56,367456,212070,0.577,24,2,763070,2,1,3
62,455821,254699,0.559,12,2,380031,2,1,3
39,79739,41320,0.518,26,2,278462,2,1,4
42,188892,66800,0.354,22,2,555104,2,1,4
54,354966,80604,0.227,14,1,742068,4,1,0
25,407174,119541,0.294,19,2,68737,0,0,4
47,487448,126443,0.259,27,1,487377,3,1,2
53,246685,111234,0.451,22,1,657782,4,1,1
37,438384,160091,0.365,28,0,338424,2,1,1
47,415716,123981,0.298,3,0,26921,3,1,0
32,91656,46253,0.505,12,1,874454,4,1,2
39,369375,109791,0.297,13,0,269024,1,1,1
42,107941,63704,0.59,17,2,938208,5,1,4
54,394575,95179,0.241,11,1,926716,4,1,0
64,85265,6382,0.075,21,2,435512,0,0,2
44,152777,76533,0.501,16,2,502911,0,0,4
29,49402,13759,0.279,17,0,792157,1,1,2
35,178456,67993,0.381,18,0,370177,3,1,1
31,332110,21515,0.065,7,2,3573,5,0,3
19,63915,10060,0.157,7,1,45610,5,0,1
26,301561,50440,0.167,8,0,214463,3,1,1
31,201366,116708,0.58,14,0,247368,1,0,1
63,317090,54884,0.173,25,0,915083,5,1,0
18,23756,11061,0.466,16,2,594318,2,1,4
58,104688,19385,0.185,29,2,199948,3,1,2
37,53043,28582,0.539,8,2,432038,0,0,3
47,413252,168474,0.408,19,1,418246,3,1,3
29,493789,155111,0.314,2,1,637288,1,0,0
51,434062,34152,0.079,6,2,648675,4,1,1
52,360897,46999,0.13,18,1,702757,1,0,1
35,335974,18133,0.054,18,0,767981,5,1,1
39,336489,47585,0.141,15,1,804840,1,1,3
45,101761,12202,0.12,28,2,485693,5,1,3
35,117148,11716,0.1,1,0,555289,2,1,0
55,76492,44590,0.583,26,1,969205,0,1,2
63,422149,224300,0.531,19,1,927410,2,0,1
40,207225,35571,0.172,23,2,118792,5,1,3
30,451878,77928,0.172,7,1,349942,2,1,3
33,198703,96435,0.485,18,2,72944,5,1,4
36,55059,29114,0.529,2,2,860397,5,0,1
45,233023,29104,0.125,4,2,241955,2,1,3
40,28769,8909,0.31,8,2,12268,4,1,3
32,191398,83807,0.438,26,1,805897,4,1,3
28,41310,22125,0.536,15,2,9764,4,0,4
50,158498,27887,0.176,23,2,137558,2,0,2
49,305950,142045,0.464,8,2,963443,5,1,3
19,370906,93484,0.252,28,0,506796,4,0,0
40,54828,8334,0.152,23,0,288967,1,0,1
61,109860,19003,0.173,8,2,753997,0,0,2
52,368844,107960,0.293,27,2,395881,3,1,2
56,302031,156898,0.519,5,0,434121,3,0,0
22,300257,47861,0.159,24,1,884762,4,1,3
61,65047,9137,0.14,28,2,437372,3,1,2
20,449528,28363,0.063,30,1,501166,2,1,4
30,106934,37691,0.352,4,0,578985,4,1,0
59,300348,28268,0.094,19,2,487123,3,1,2
62,310580,140197,0.451,23,0,959038,4,1,0
35,107533,38521,0.358,29,0,302118,4,0,0
65,204391,17869,0.087,28,1,711658,0,0,1
23,96579,14570,0.151,7,2,436303,1,1,4
27,347499,167768,0.483,13,2,460333,2,0,4
43,463853,27129,0.058,30,1,772668,4,1,2
45,120022,15624,0.13,13,2,577218,0,0,3
59,83503,12124,0.145,13,2,462715,3,1,2
28,357621,60283,0.169,14,1,2700,5,0,1
56,209219,18339,0.088,27,2,731980,2,1,3
35,448121,198833,0.444,29,1,507619,2,1,4
31,482321,102585,0.213,5,0,213440,3,1,0
46,48401,17202,0.355,9,2,234891,2,1,3
42,276556,118765,0.429,16,1,379472,3,1,2
32,143836,45185,0.314,15,2,501078,2,1,4
65,129626,68690,0.53,13,1,144679,0,1,1
56,179282,49088,0.274,4,2,887063,0,1,2
50,393933,235179,0.597,10,2,325709,3,1,2
53,484443,8532,0.018,30,2,436330,2,0,2
39,27085,9179,0.339,21,1,7386,1,0,2
36,477476,81566,0.171,19,1,178441,4,1,2
54,44486,11498,0.258,13,1,740321,3,1,0
64,143141,24318,0.17,28,1,43162,4,1,1
52,425350,135091,0.318,15,2,79837,5,1,2
44,104194,33443,0.321,5,0,878135,5,1,0
35,493130,60881,0.123,29,1,75909,0,0,3
21,104833,21587,0.206,16,1,797168,1,1,3
53,277989,161796,0.582,28,2,865126,3,0,2
58,429209,65403,0.152,12,2,473675,4,1,2
40,213356,64976,0.305,24,2,440925,0,0,3
32,335912,53544,0.159,9,2,498909,0,1,4
42,471452,82678,0.175,24,2,71587,0,1,4
60,487832,203491,0.417,22,2,8338,4,1,3
33,324567,80973,0.249,5,2,815668,0,0,3
23,390458,69262,0.177,17,0,84984,3,1,1
44,133117,18333,0.138,15,0,939951,5,1,0
28,216282,97681,0.452,25,0,34253,4,1,2
50,359846,189646,0.527,7,0,684661,3,1,0
44,437069,39713,0.091,27,0,77481,5,1,0
60,297119,78247,0.263,24,1,798537,5,1,1
30,221168,87119,0.394,9,0,40615,3,1,1
24,174256,94446,0.542,6,0,117456,1,1,2
62,263783,64895,0.246,30,2,546278,4,1,2
51,189271,37187,0.196,27,1,772169,4,0,0
32,196589,37456,0.191,12,0,455453,4,0,0
24,404884,34681,0.086,4,1,702583,3,0,1
20,90459,47019,0.52,17,2,579178,3,1,4
58,473988,72696,0.153,13,1,122359,5,0,0
18,28255,7699,0.272,22,0,441385,4,1,1
34,432114,186155,0.431,16,2,249416,0,1,4
63,471102,84486,0.179,25,1,180875,2,1,2
30,156116,70123,0.449,1,0,877346,5,0,0
51,450805,19559,0.043,29,0,834861,2,0,0
21,226145,128297,0.567,11,1,236932,0,0,3
35,419938,25100,0.06,28,0,220595,5,1,1
36,286984,91069,0.317,7,1,5699,1,1,2
45,146473,29774,0.203,1,2,954756,1,0,1
33,150171,18269,0.122,2,1,195619,3,1,0
26,431781,129534,0.3,26,0,440194,5,1,1
61,326774,176656,0.541,21,0,165211,2,0,0
56,397014,100395,0.253,10,0,832192,0,1,0
43,471244,18348,0.039,23,0,638657,2,0,1
42,185127,107305,0.58,7,0,722271,1,1,1
64,118328,22538,0.19,13,1,935347,3,0,0
44,291055,68000,0.234,26,0,371719,3,1,0
41,252548,51809,0.205,15,1,483321,4,1,2
55,258713,101320,0.392,18,1,614524,1,1,1
57,422101,137448,0.326,20,1,658206,1,1,2
44,178736,11780,0.066,4,0,631673,2,0,0
64,188115,92458,0.491,12,2,665916,3,1,2
44,394046,50995,0.129,20,1,586257,4,1,2
33,485058,204613,0.422,27,0,40765,2,1,2
20,401522,189698,0.472,11,1,224876,1,1,3
27,479281,159534,0.333,26,2,118409,2,0,4
25,125317,49555,0.395,3,1,862645,2,1,2
64,334689,179606,0.537,17,1,816678,1,1,2
64,433059,22505,0.052,27,2,979113,5,1,2
22,94385,34628,0.367,4,0,166449,3,1,0
49,166441,28807,0.173,9,1,686423,4,0,1
63,177400,74098,0.418,24,1,921710,5,1,1
22,383895,223842,0.583,9,0,572959,0,1,2
19,181711,65874,0.363,23,2,370603,4,1,4
18,29676,9234,0.311,29,2,465594,2,0,4
46,475636,57097,0.12,6,2,398645,0,1,3
58,213171,107599,0.505,1,1,613687,5,1,0
48,462395,137970,0.298,24,0,592251,1,1,1
26,24902,10236,0.411,25,2,241372,1,0,4
50,254074,102143,0.402,2,1,762380,4,1,0
60,88495,23611,0.267,18,1,726960,2,0,1
64,273134,69546,0.255,26,2,193948,3,1,2
65,128747,36708,0.285,30,0,809814,1,1,0
55,233752,27791,0.119,17,1,375253,5,1,1
54,131141,67309,0.513,8,0,512820,5,0,0
19,130159,28091,0.216,1,1,384379,0,1,1
55,448625,55581,0.124,22,2,607842,2,1,3
21,108560,25341,0.233,5,0,954718,5,1,0
35,251437,92095,0.366,19,1,200473,3,1,3
53,379057,54229,0.143,16,2,554358,3,1,2
29,321585,121190,0.377,13,0,599331,4,1,1
40,73409,15868,0.216,26,1,618335,4,1,2
37,369033,117168,0.318,11,1,243543,3,1,1
48,90160,28103,0.312,9,1,290678,4,0,0
18,129620,63952,0.493,23,0,903868,4,1,1
49,156475,69052,0.441,8,1,940118,1,1,3
21,255910,124392,0.486,2,1,101471,4,1,1
63,154928,36051,0.233,20,1,502434,5,1,1
35,170678,91911,0.539,22,2,952823,1,1,4
56,65318,7214,0.11,26,2,836301,4,0,1
64,60522,11940,0.197,10,2,888368,0,1,3
32,260957,144280,0.553,22,1,237648,3,1,3
50,304857,37267,0.122,25,1,425775,1,1,1
20,314524,46284,0.147,3,2,996378,4,1,3
58,386708,81803,0.212,2,0,184821,0,0,0
22,362679,93855,0.259,29,1,116958,4,1,3
23,34853,6271,0.18,5,1,226560,3,1,2
55,325459,108245,0.333,11,1,368692,5,1,0
26,462317,222022,0.48,11,0,562829,2,0,1
24,35930,8518,0.237,7,2,5378,2,1,4
33,410478,123684,0.301,27,1,93104,5,1,3
46,398821,151540,0.38,18,1,270318,4,0,1
34,130760,45452,0.348,2,2,703671,3,1,2
28,409257,81827,0.2,7,1,776524,4,1,2
