fund_category_encoded,horizon_years,risk_score,market_condition,expense_ratio,aum_category,sip_amount,age,pessimistic_return,base_return,optimistic_return
6,14,8.8,0,2.24,2,18254,26,5.45,11.05,16.81
7,24,9.1,2,1.05,0,39923,39,11.06,22.13,34.88
4,16,4.3,0,1.17,2,38674,58,9.88,13.77,19.54
5,9,5.2,0,2.48,0,17902,51,7.44,18.29,30.32
3,20,5.9,1,1.85,1,1869,27,10.39,12.42,17.46
5,23,5.2,0,0.62,0,13892,37,7.56,21.85,30.84
7,7,6.4,0,2.39,2,41435,39,7.47,11.47,23.1
4,21,1.6,2,1.85,0,13303,43,13.18,18.09,24.82
2,7,3.9,2,1.69,1,45986,56,11.54,16.3,18.7
4,20,9.0,2,2.14,0,8655,44,14.37,19.82,29.24
3,23,6.5,0,2.16,0,13707,28,4.54,9.54,13.03
7,19,1.2,2,0.52,0,3308,39,13.49,22.29,32.82
1,21,3.5,2,0.91,0,34216,58,9.8,12.23,14.4
2,25,5.5,0,1.14,2,24401,65,5.41,10.58,16.73
6,2,5.5,2,0.86,2,26508,39,12.16,17.2,17.95
4,8,2.2,0,0.57,1,41777,56,9.12,16.05,18.7
2,10,6.4,2,0.31,2,43103,33,13.72,17.06,20.96
2,3,2.4,0,0.58,1,39381,21,7.03,11.4,13.03
3,9,9.3,0,0.36,2,11890,38,3.63,11.6,16.13
0,19,6.0,1,2.15,2,37157,19,4.77,6.33,8.78
4,17,7.9,2,1.44,1,43819,34,13.5,22.95,30.44
7,16,5.2,1,1.59,0,3706,29,9.4,20.33,27.49
5,4,1.7,1,0.29,1,34439,41,13.47,22.25,30.3
1,30,8.6,0,0.83,1,48115,35,2.35,5.99,8.24
3,4,6.5,0,0.48,2,2907,54,5.5,8.5,12.2
3,18,1.5,1,1.64,2,4099,19,8.49,11.98,16.12
2,23,4.8,1,0.65,0,22471,20,10.44,15.67,17.61
1,11,4.1,2,2.08,2,37782,32,9.03,9.66,12.65
0,11,9.5,0,1.07,1,44061,63,2.56,4.8,6.3
7,26,9.2,1,1.68,1,41929,34,10.12,16.92,34.84
5,27,7.6,1,1.47,1,36104,29,10.99,22.46,33.41
0,15,5.3,0,2.11,2,12546,54,1.54,3.7,5.01
6,11,9.5,2,2.19,1,886,35,11.87,17.71,25.36
1,23,1.4,0,1.26,0,23080,19,3.28,5.42,8.12
0,7,1.1,1,1.85,1,33600,45,4.11,6.39,6.57
4,1,8.0,0,0.16,0,47955,50,9.9,10.84,20.51
7,5,4.4,0,1.91,0,33615,55,5.88,10.45,21.55
3,19,9.7,1,0.82,1,15255,36,8.92,13.85,19.4
6,22,4.5,2,1.44,2,23131,62,14.86,17.8,23.0
4,30,1.5,1,0.27,1,49452,48,14.57,15.45,27.63
0,16,6.8,1,2.17,2,39551,61,4.69,8.21,8.63
2,21,6.7,0,2.23,0,43385,26,6.63,9.96,16.3
2,10,7.1,1,1.02,0,37621,43,11.17,14.05,18.74
5,7,8.3,2,0.98,1,6406,65,14.3,22.4,36.68
5,12,1.1,1,0.89,1,43137,34,11.31,23.78,28.56
1,10,6.0,2,0.77,0,6844,64,8.99,9.2,13.51
7,8,3.1,1,2.31,2,14829,61,8.55,13.96,29.4
7,15,5.6,0,2.07,0,29202,23,6.96,12.91,19.92
3,18,7.0,0,2.1,0,42382,34,4.32,8.44,14.78
3,8,3.4,1,1.79,2,13401,46,8.8,12.26,15.24
4,3,1.3,0,1.37,2,25289,35,9.59,12.17,18.4
5,11,9.7,2,0.97,1,34969,28,15.62,28.76,40.75
0,25,4.4,0,1.06,1,44134,25,2.07,4.76,5.91
5,16,3.4,2,1.92,2,35683,44,13.41,23.62,36.24
5,18,3.2,1,1.62,1,34861,56,12.23,18.67,30.13
1,23,3.3,2,1.2,0,31132,18,8.78,11.59,13.95
5,20,3.7,0,0.44,2,2465,38,10.78,21.94,25.84
2,17,7.9,0,1.49,0,25944,58,7.58,10.53,17.77
1,26,3.8,2,1.52,2,18062,33,7.73,10.63,12.59
5,5,4.5,0,2.41,2,14502,44,9.35,14.53,21.85
5,26,7.9,1,0.14,2,32009,20,10.6,23.82,35.06
0,14,7.7,0,1.8,1,40479,19,0.86,3.19,6.09
7,29,1.4,1,2.48,2,26677,36,10.49,16.94,34.04
6,20,5.0,0,2.43,1,41628,23,5.36,13.17,16.49
0,20,3.7,1,1.1,1,43700,34,4.28,8.55,10.53
0,14,5.0,1,2.1,2,21659,50,4.19,6.21,8.58
0,23,2.2,0,2.06,1,21427,32,1.35,4.37,5.56
7,3,4.5,1,0.52,2,32794,26,10.44,19.99,22.21
1,13,8.8,2,0.29,0,48147,26,9.18,11.15,14.15
3,3,2.4,0,1.14,0,871,62,8.02,9.75,11.64
6,14,1.6,2,2.23,1,4903,44,12.61,18.56,23.44
1,9,5.9,0,1.28,1,8969,38,2.61,5.16,5.84
7,26,9.0,0,1.27,2,12698,40,4.38,16.59,29.31
3,29,7.4,0,1.07,2,45344,33,5.66,8.99,16.95
7,24,6.0,0,0.58,1,8199,23,9.39,14.0,25.97
3,7,8.3,2,1.21,1,33164,33,10.86,15.6,22.69
0,13,5.2,2,1.36,0,42098,37,7.91,10.64,13.24
4,10,1.0,2,0.34,0,10401,48,15.6,17.96,25.75
0,29,9.3,1,2.05,1,9805,24,3.97,6.65,9.05
7,29,9.7,1,0.91,0,30776,21,8.63,17.8,33.24
6,8,3.9,2,2.03,0,23694,26,13.06,15.32,17.95
0,3,3.0,2,0.87,1,3506,49,7.31,9.01,10.58
3,28,4.8,1,0.78,2,38635,28,10.94,13.04,19.09
6,11,9.0,1,0.34,2,5181,53,11.77,15.37,18.93
7,2,7.9,0,1.56,2,11332,27,4.81,16.27,23.23
3,20,9.6,2,0.15,0,31424,58,11.9,16.89,21.85
2,17,6.2,0,0.29,1,32594,26,8.16,10.59,16.34
1,25,2.6,0,1.95,1,12295,26,1.09,3.41,7.47
6,22,6.0,2,0.46,1,18816,21,14.87,19.65,22.89
6,2,7.3,0,1.94,1,40941,45,5.32,9.56,15.48
6,27,2.1,1,0.41,2,22983,38,12.28,16.86,20.27
2,28,4.9,0,0.85,0,34459,34,7.34,12.89,14.61
3,13,4.9,0,0.62,2,17596,18,7.25,10.34,13.48
0,16,7.0,1,0.23,2,23535,34,5.97,8.17,10.63
3,16,2.4,1,1.73,1,7168,26,10.08,13.3,18.36
5,12,4.8,0,0.11,1,48902,24,10.06,19.34,30.81
4,4,8.0,1,0.77,1,29387,46,13.64,15.08,29.94
4,20,6.1,0,2.31,1,39886,53,10.54,12.7,22.23
5,7,8.9,2,1.19,1,3165,35,17.22,25.28,31.55
5,15,7.0,2,0.25,2,9169,25,13.83,28.76,41.81
4,24,5.8,2,2.0,0,33524,42,15.64,20.48,28.47
4,30,7.4,2,1.24,1,20955,61,16.68,25.94,30.17
0,20,5.4,0,1.23,1,29678,26,0.58,4.85,6.1
7,25,5.5,0,0.68,0,49782,21,8.16,17.13,24.16
6,19,7.8,1,0.65,1,19920,38,11.21,16.64,23.89
5,23,3.9,1,2.45,1,45952,59,10.75,21.27,39.5
0,17,8.3,2,1.16,2,49507,22,7.85,10.4,11.88
4,30,9.3,2,0.52,2,3776,31,14.76,23.61,33.81
3,22,7.1,0,1.33,1,37823,44,4.88,9.5,14.89
7,17,5.0,0,0.33,1,40882,42,7.66,14.69,29.45
4,21,3.5,0,0.46,2,31495,44,8.42,14.55,22.11
5,22,3.9,1,2.24,2,21880,18,13.34,23.36,35.42
4,19,2.0,0,0.89,2,9869,35,11.35,14.15,19.98
6,18,7.1,0,2.44,2,29305,20,6.81,9.54,18.24
0,30,1.3,2,0.62,1,45987,44,8.0,10.18,13.19
2,14,7.5,2,1.05,2,17132,27,11.58,17.88,23.83
0,14,5.6,2,1.07,1,31630,55,7.97,10.08,12.22
2,18,6.1,2,0.88,1,37234,39,12.76,18.68,21.48
1,8,1.2,1,1.49,2,20228,41,7.07,8.38,9.38
5,19,2.2,2,1.88,0,12678,22,12.62,25.75,39.57
3,18,9.8,1,0.82,1,24343,18,9.17,15.65,20.6
7,27,4.8,1,1.92,1,5182,23,9.67,15.3,26.98
2,5,6.2,1,1.57,0,17405,19,9.51,12.13,15.4
1,26,2.6,0,1.19,0,23789,25,2.68,4.68,7.84
6,22,6.4,0,0.88,1,48570,64,8.07,12.69,15.94
4,16,8.7,0,1.17,1,15833,55,7.13,14.46,25.19
3,19,4.5,2,1.26,2,25160,39,13.23,17.1,19.43
6,5,6.3,1,0.72,1,16100,30,12.26,13.99,18.43
1,11,3.8,0,0.52,0,26767,57,3.48,6.02,8.38
1,3,5.7,0,1.28,1,27685,64,3.63,3.99,4.53
0,30,4.0,0,1.27,0,8475,34,2.09,3.87,7.03
4,17,7.9,1,2.35,1,15628,58,11.0,15.94,23.44
7,25,6.9,0,1.96,0,41105,49,6.26,14.32,25.23
3,20,5.0,0,0.19,1,32546,19,6.02,10.76,13.58
0,11,9.5,2,0.62,2,43031,45,7.56,10.64,12.74
1,29,9.9,1,0.6,1,15362,34,6.39,8.61,11.78
5,15,3.6,1,2.28,1,35214,37,10.28,19.08,33.15
1,5,9.2,1,1.14,2,16264,19,5.94,7.33,7.92
6,18,6.9,0,1.57,2,48965,61,6.87,11.59,18.17
0,1,8.8,1,2.05,2,3791,54,3.85,4.98,6.97
1,2,5.8,1,2.05,1,36219,43,5.84,6.07,8.41
0,9,3.5,2,0.22,0,8598,38,7.92,9.64,12.28
6,7,7.7,0,1.3,1,31157,41,7.04,10.43,19.32
0,25,7.6,0,2.09,0,20991,64,1.26,3.99,6.41
6,1,3.7,1,2.5,2,46109,22,10.14,12.65,14.33
0,19,1.0,1,1.48,0,9349,46,4.62,8.12,10.22
4,28,6.3,1,2.16,2,44679,27,11.15,17.05,22.43
3,26,5.6,0,0.66,0,16628,64,7.05,11.25,14.2
5,12,8.4,2,0.46,1,49713,63,12.29,22.26,38.72
3,12,6.4,0,0.61,0,23824,48,5.98,10.74,13.17
7,8,1.8,1,1.03,1,36931,19,7.94,20.51,25.98
2,24,2.9,1,0.33,2,1799,42,10.95,15.43,20.23
6,12,2.7,2,1.79,2,1873,64,11.81,15.66,19.38
6,7,9.9,2,1.22,1,31304,21,13.43,16.77,23.97
4,18,8.5,2,0.1,2,21521,58,13.48,21.76,29.79
6,13,3.3,0,0.29,0,36329,49,7.84,12.06,16.46
6,20,7.6,0,1.36,2,1200,37,7.77,12.79,21.12
4,23,7.1,2,1.98,1,24871,47,14.99,18.24,29.56
2,29,4.1,0,0.34,2,16525,54,7.39,11.73,18.21
4,8,5.4,2,1.03,1,31109,35,14.89,23.65,28.52
7,19,5.3,1,1.02,1,2556,57,9.85,21.13,35.36
0,29,5.7,0,0.42,2,10123,26,2.74,4.35,7.38
3,22,1.4,1,2.3,0,29976,55,8.32,12.3,16.88
0,29,3.6,0,1.89,1,14365,19,0.59,3.55,4.5
1,18,3.2,1,1.05,0,18923,50,6.95,9.76,11.84
2,14,8.9,0,1.67,0,22153,37,3.99,10.71,15.41
1,6,4.4,1,1.68,2,26809,63,5.8,6.14,8.29
0,4,8.6,2,0.52,1,46850,61,8.33,9.53,10.43
0,15,2.4,1,0.78,2,24812,33,5.51,7.98,9.21
5,15,2.5,1,1.15,0,48361,34,13.55,18.76,33.4
3,16,1.3,2,2.32,2,26701,34,12.28,13.82,18.15
3,19,3.1,0,2.32,2,18830,41,4.19,10.05,12.76
5,8,1.9,2,0.52,0,14146,48,17.28,27.7,38.72
4,8,5.6,0,0.46,2,4760,46,10.74,13.55,18.69
2,7,6.3,2,0.53,1,38697,60,12.07,15.98,20.65
0,19,7.3,2,1.19,1,12128,23,8.19,12.07,12.28
2,26,6.0,0,1.77,0,35501,40,7.51,11.58,12.77
3,17,5.6,2,0.34,0,8609,32,12.39,14.59,20.76
5,20,8.7,2,0.57,1,31945,23,14.65,21.93,44.66
3,3,7.2,2,0.56,1,20004,32,11.01,16.89,20.92
6,21,5.3,1,0.64,2,34810,45,9.48,15.96,20.18
1,22,9.4,0,1.35,2,35790,57,2.95,6.04,8.52
2,14,1.6,0,0.99,1,11215,61,6.82,12.2,16.73
5,25,8.2,0,0.37,1,1650,27,4.95,21.41,26.16
1,23,7.4,2,0.36,1,19508,20,10.11,12.05,15.18
5,20,6.0,0,2.49,1,46385,43,8.3,17.72,28.13
6,13,2.9,1,2.3,1,24074,61,10.67,15.21,20.87
6,28,4.0,1,0.98,0,21417,61,10.41,14.73,20.5
0,19,5.8,0,2.22,2,3287,23,2.19,3.29,5.05
5,2,3.1,1,1.46,1,30192,56,11.48,20.92,35.97
4,6,2.4,0,0.18,2,32356,47,11.91,12.74,17.7
1,25,2.1,2,2.28,2,35313,31,7.29,10.78,14.16
4,26,1.4,2,1.58,2,20071,37,14.34,17.7,30.9
3,30,2.6,0,0.87,1,4870,56,7.05,10.78,16.12
2,7,7.1,1,0.68,2,48159,35,8.9,12.15,17.94
6,7,7.1,0,1.17,2,21239,40,7.04,13.17,16.66
5,10,6.9,0,2.33,2,25563,20,8.11,14.88,26.47
3,24,9.8,1,0.66,2,49474,23,9.58,16.03,20.24
7,26,5.9,0,1.6,1,9717,59,6.45,13.56,23.15
4,27,4.2,1,2.43,1,46457,40,11.96,17.15,22.06
2,13,2.8,1,2.08,0,32292,49,9.79,14.82,18.01
3,9,2.8,1,2.4,2,2354,24,8.01,10.83,14.68
6,12,2.8,1,1.0,1,12917,22,11.49,16.2,22.35
0,23,7.1,2,2.06,0,10450,55,6.76,9.12,10.55
7,8,5.9,1,1.41,0,28514,43,12.75,16.5,29.64
0,30,3.6,1,1.92,2,43178,30,5.35,7.21,8.96
4,29,4.0,1,0.67,2,48847,55,14.01,17.11,24.9
0,23,6.2,1,0.84,2,48610,56,5.21,7.98,9.93
7,12,1.7,1,1.21,0,34246,23,11.28,19.9,28.08
2,10,2.0,2,2.14,0,22869,59,12.2,14.82,20.45
2,7,4.0,0,0.75,2,27515,25,7.83,10.11,14.67
5,3,7.2,2,1.87,1,40785,35,11.61,19.68,36.5
1,18,7.2,0,2.26,1,19950,30,2.19,4.88,7.61
0,22,5.0,2,0.37,2,26829,31,7.64,9.78,13.81
4,10,5.7,1,1.39,0,13923,64,12.54,18.99,22.53
4,16,2.0,0,1.3,2,3445,26,9.52,16.45,23.82
0,26,5.0,1,0.22,2,14062,58,6.21,9.0,9.43
0,6,1.5,0,1.73,1,38747,20,0.65,3.01,3.12
1,13,9.4,0,1.65,2,42242,37,1.67,4.01,7.68
3,4,9.1,0,1.87,1,40411,65,4.33,9.08,12.15
7,26,6.1,0,0.53,1,34640,44,7.32,14.69,20.52
3,28,2.7,2,1.67,1,21330,40,11.01,15.97,22.6
0,18,4.3,0,0.12,2,26114,45,2.5,3.81,6.21
0,28,2.1,1,1.99,0,16628,23,4.14,7.12,9.95
4,15,3.6,0,2.11,2,36046,27,8.18,15.62,19.42
4,21,4.5,0,1.03,1,20873,47,10.99,14.58,21.93
5,8,9.0,0,2.06,2,42408,61,8.28,17.07,31.65
5,21,6.9,0,0.6,0,40085,45,8.58,17.79,31.44
0,29,2.7,1,1.13,2,2107,48,5.99,8.28,9.41
6,14,2.5,2,1.75,2,34039,42,11.74,18.54,23.75
7,23,5.6,2,0.23,1,19553,46,12.49,24.73,33.31
3,21,2.9,0,1.42,1,34747,36,7.63,12.02,13.4
6,4,2.1,2,0.24,2,49983,30,13.56,16.69,20.78
1,25,3.4,1,2.32,0,30993,60,5.36,7.49,11.8
4,17,7.3,0,0.62,0,46890,54,7.7,16.82,22.81
1,12,4.6,2,2.39,2,47787,37,7.6,9.61,13.97
7,23,6.9,2,0.34,1,19695,55,13.61,19.37,27.72
5,23,2.4,1,1.74,2,631,46,8.52,24.91,26.37
0,19,1.2,2,2.22,0,32625,19,6.12,9.54,11.45
1,7,8.1,1,1.29,2,46203,26,6.67,8.11,10.55
6,16,5.0,1,0.63,2,46224,62,12.13,17.73,21.64
1,17,7.1,0,0.1,0,13987,26,3.72,4.79,7.95
6,11,3.0,1,1.56,1,28381,59,10.62,14.96,18.96
1,26,6.6,1,1.19,1,42613,28,7.32,8.02,10.99
1,24,1.0,2,1.27,2,38132,45,8.61,9.98,13.75
4,15,7.8,2,1.81,0,40889,40,15.56,19.33,31.99
5,16,1.0,2,1.98,0,11260,18,12.46,24.41,31.2
7,5,8.3,1,1.62,0,587,42,6.63,19.84,31.8
3,11,8.5,1,0.46,2,1429,40,8.02,14.01,19.58
1,2,3.5,2,1.93,2,23269,59,8.42,8.75,10.4
4,1,5.3,0,0.44,0,16619,59,9.61,12.29,21.36
1,3,8.2,2,0.73,0,15876,25,9.21,9.6,11.37
7,7,3.0,2,1.98,2,5492,38,13.08,19.36,27.14
5,18,8.3,2,2.14,1,45810,32,13.8,23.0,36.38
5,10,3.5,2,1.21,2,11601,58,17.12,22.59,30.99
0,4,9.8,0,1.54,1,15534,63,0.65,2.43,3.18
0,17,7.0,0,1.6,2,31692,49,0.06,3.79,5.0
7,5,7.3,0,0.43,2,8546,24,6.07,12.18,25.03
3,1,3.5,1,1.36,2,40198,60,10.08,12.93,16.22
2,12,1.4,0,1.98,2,17088,18,6.81,10.11,13.02
2,28,2.3,1,1.67,2,22011,22,9.59,12.69,18.89
3,2,7.8,2,1.53,1,45235,35,10.21,13.99,20.32
3,26,4.4,1,1.34,2,23451,19,9.93,15.19,18.33
3,17,7.6,0,2.34,2,21641,28,4.1,10.48,15.81
6,5,1.6,2,1.52,1,39114,33,11.91,17.28,17.36
0,18,8.0,0,0.77,2,45044,30,2.56,4.69,6.19
3,17,8.7,2,1.91,0,30632,46,9.06,15.57,19.71
3,25,9.8,0,0.63,2,6438,23,6.08,11.38,15.82
3,18,8.1,1,1.05,2,21460,60,10.46,13.11,20.57
7,14,6.9,0,0.29,1,6566,32,6.18,19.03,26.33
1,8,7.8,1,1.31,2,49614,40,6.26,7.68,8.51
6,9,6.2,2,0.15,1,2321,51,15.9,17.18,19.45
4,10,6.9,0,1.21,0,36061,20,9.57,11.3,19.61
5,10,1.1,0,0.16,0,26605,42,10.81,22.09,24.82
6,8,3.4,0,1.42,2,14578,39,9.15,11.45,14.32
7,13,8.9,2,0.88,0,20136,61,14.0,22.58,30.52
0,3,4.4,1,1.45,0,44555,41,6.07,6.79,7.48
7,17,4.8,1,1.83,0,36788,26,10.61,19.36,29.18
2,4,3.7,0,0.79,1,36998,31,7.08,9.57,12.59
6,16,5.1,2,0.95,2,44951,57,13.11,19.88,21.82
5,17,3.6,0,1.22,1,25937,39,7.12,17.13,31.39
2,9,5.6,1,1.52,2,9640,32,10.2,11.82,17.76
0,23,7.8,2,2.12,2,20454,51,7.5,8.76,11.1
2,1,3.8,1,0.94,0,10795,29,9.67,14.6,15.94
7,7,3.3,2,2.45,0,3709,47,10.52,22.19,26.14
3,1,6.5,0,1.84,0,37963,32,4.92,7.88,11.65
1,4,3.4,2,2.32,0,6641,35,8.0,8.64,11.2
0,29,9.9,0,2.45,1,47278,56,0.21,3.67,4.71
2,5,9.1,2,1.93,1,41971,53,11.13,15.13,18.82
2,8,1.9,1,1.72,1,5946,27,11.62,12.56,17.5
2,15,9.2,1,2.38,1,11115,62,9.08,13.05,20.58
6,27,4.2,0,0.83,0,5743,39,8.57,13.51,19.53
6,11,8.2,0,0.66,2,45338,18,4.86,13.06,19.32
0,14,1.7,1,1.38,2,15909,44,4.77,7.58,8.51
7,8,8.2,1,0.59,0,8338,29,10.49,19.63,32.05
4,2,4.3,2,2.47,1,46212,65,15.66,19.96,25.67
3,23,5.0,0,0.84,1,23873,55,6.98,9.84,14.2
6,29,4.3,2,1.95,2,29982,36,11.12,17.97,23.5
1,19,9.6,2,1.56,1,29993,64,8.15,11.37,13.64
5,26,8.4,1,1.98,2,42008,26,9.73,22.42,32.11
7,9,9.3,0,1.65,0,43510,39,5.7,16.7,27.14
0,1,9.1,1,1.99,1,1854,60,3.41,5.8,6.5
3,9,6.5,2,1.16,0,9827,58,11.04,16.62,19.34
1,21,2.6,0,0.2,0,37083,65,1.91,5.24,7.76
2,16,4.9,2,1.67,0,17591,30,11.85,17.31,22.68
2,23,8.7,0,1.09,0,18812,37,7.01,11.86,19.65
4,18,9.9,0,2.14,0,45090,54,8.1,13.73,26.42
6,5,3.4,0,0.29,1,38373,64,7.76,9.4,13.36
5,28,7.7,1,0.27,0,33080,22,12.9,27.21,35.73
4,8,9.2,2,0.97,2,23940,28,14.34,22.03,25.78
3,18,3.0,2,1.23,0,24008,39,11.34,15.09,22.77
3,22,7.3,0,1.36,2,30980,65,6.02,10.51,17.31
7,5,4.0,0,0.89,1,48881,65,8.45,14.4,24.05
7,1,9.7,0,2.14,1,46717,61,3.87,14.2,25.16
0,30,2.7,1,2.46,2,29660,57,4.6,7.22,8.86
6,8,2.5,0,0.44,1,2821,30,6.16,10.29,15.61
0,29,2.2,0,1.86,0,38619,27,1.21,3.55,5.02
7,3,3.7,0,0.31,2,20356,48,7.74,18.53,24.97
7,10,8.6,1,2.11,0,11746,44,10.31,13.69,31.6
2,29,3.9,1,2.1,2,17179,58,10.98,15.47,18.44
7,13,3.5,1,0.85,1,11908,41,8.04,20.06,26.7
4,16,5.9,1,0.93,0,32536,31,15.3,19.28,25.1
4,23,2.2,1,0.51,0,42233,36,13.29,18.76,28.54
3,1,8.9,1,0.2,1,36084,28,7.88,14.18,15.91
2,24,4.3,2,0.48,1,22330,29,13.6,15.78,21.5
1,12,1.1,1,0.99,1,38968,18,5.93,8.75,11.37
2,8,3.8,1,2.47,0,4932,49,11.66,12.78,16.96
0,10,2.0,2,2.34,0,49429,49,6.93,9.07,9.34
7,23,2.7,1,0.96,0,6368,33,10.4,17.27,24.42
7,8,3.2,1,1.28,2,6530,21,11.16,20.05,29.36
5,27,4.6,0,2.45,2,17024,31,11.19,13.96,24.26
3,2,1.2,2,2.35,0,28101,20,12.86,16.27,16.98
5,13,5.8,1,1.39,0,24622,26,12.13,23.37,32.73
6,26,7.6,0,0.55,2,44468,65,6.9,11.13,17.42
5,16,7.1,1,1.27,2,23882,51,14.69,21.29,38.54
0,28,8.3,0,0.77,1,3911,43,1.25,4.58,7.32
1,21,8.3,2,1.08,1,26513,28,9.59,12.19,13.24
4,2,7.1,0,0.97,0,4790,64,8.07,15.67,22.39
2,22,6.8,0,1.74,0,26447,48,5.69,9.78,13.36
6,28,1.2,0,1.1,0,14351,56,9.38,12.95,15.44
7,1,8.4,0,0.78,0,18050,43,6.89,15.98,19.95
4,24,4.8,0,0.94,0,2078,57,8.66,14.75,20.35
5,20,9.5,2,1.87,0,32661,37,11.14,28.75,35.35
4,7,5.8,1,1.47,0,38369,27,13.54,16.14,22.32
5,14,4.0,0,1.66,1,31273,53,8.98,17.51,30.08
5,20,10.0,0,1.33,0,26797,56,6.58,19.34,29.03
4,6,7.4,0,0.42,1,9713,29,9.33,14.12,21.86
2,26,6.4,0,2.23,0,6523,43,6.9,10.38,15.26
5,23,5.1,1,2.48,2,15799,50,13.31,20.64,28.66
3,11,2.8,0,1.92,2,32857,52,5.87,11.23,12.93
7,3,3.3,1,1.31,0,18452,36,12.23,17.76,22.94
7,29,2.6,1,1.96,1,19367,57,8.55,17.54,29.81
4,29,7.1,2,2.31,2,16084,55,14.32,17.91,33.33
4,25,2.3,0,1.69,2,43882,23,10.56,15.82,19.42
1,4,2.3,2,2.18,1,48372,18,7.88,8.59,11.1
0,17,4.3,2,2.34,2,47315,61,7.06,9.87,11.32
7,9,4.5,2,1.47,1,21831,35,13.96,20.1,28.99
1,30,5.4,2,2.35,0,17459,24,7.42,10.6,11.32
4,26,8.9,1,0.41,2,24164,23,11.29,16.66,27.21
4,10,2.0,0,1.53,0,40445,55,8.22,13.62,17.48
1,3,2.9,0,0.92,2,11899,63,2.94,3.07,6.33
3,15,7.4,0,0.3,0,36505,35,5.68,8.6,18.03
2,12,5.4,1,0.69,0,45264,62,9.85,15.04,19.18
5,19,2.5,2,0.83,2,35949,33,12.95,25.69,36.02
3,19,5.7,1,0.13,1,12355,56,8.37,15.28,19.13
2,30,6.1,0,0.59,1,43835,21,6.82,11.43,13.89
6,21,2.6,0,0.31,0,8318,28,8.8,11.29,17.66
3,29,6.8,0,2.48,2,11341,41,6.04,8.6,14.49
6,3,5.7,2,2.3,2,25083,52,11.64,18.33,19.75
1,16,8.2,2,0.46,2,5529,40,8.56,10.95,15.99
1,9,6.1,2,1.3,0,893,33,8.46,10.6,10.91
5,2,4.4,1,1.59,1,5074,53,11.46,25.74,29.45
4,30,7.3,1,1.25,0,24892,18,12.65,19.03,29.25
4,29,4.1,2,2.47,0,40220,18,16.28,18.01,24.65
1,2,4.0,0,1.78,2,49457,60,1.74,2.62,4.77
0,4,4.3,2,2.22,0,8825,45,5.87,7.32,9.47
0,21,6.3,0,1.22,1,25817,26,1.64,4.05,5.72
2,10,7.5,2,1.05,1,44454,36,12.3,15.53,22.22
7,30,7.9,0,0.61,2,5693,63,5.76,16.38,28.92
6,6,2.9,2,1.06,0,47045,57,15.09,18.31,20.1
4,18,8.5,2,2.23,0,34243,26,15.16,19.52,26.64
1,18,9.3,0,0.66,1,25171,58,3.46,5.79,8.14
1,7,9.4,0,1.15,2,12045,28,3.32,4.38,7.55
2,3,2.4,1,1.26,1,19043,35,10.94,14.04,15.7
2,12,1.7,1,0.79,0,46884,20,10.82,12.82,20.69
7,25,5.2,1,0.48,1,46115,58,9.33,23.21,34.37
1,22,2.5,2,1.24,0,49467,42,8.43,12.71,15.35
7,23,8.1,0,1.96,1,17746,27,3.74,12.96,29.45
0,12,6.5,0,1.03,2,37932,19,1.92,4.22,7.25
6,25,7.8,1,1.04,2,24402,62,9.35,16.2,26.07
5,30,7.0,0,1.65,0,1546,28,6.59,17.51,29.46
7,10,4.4,0,1.56,0,42204,25,4.92,17.18,23.42
6,15,5.7,1,2.15,2,47455,65,11.57,14.15,18.99
5,10,4.7,0,1.53,2,42868,46,11.29,18.31,28.3
6,13,7.9,2,0.25,0,9647,29,12.53,18.41,25.89
6,14,9.4,1,0.39,2,19340,40,8.49,16.66,24.22
2,13,2.5,0,0.34,2,5372,45,7.44,11.98,16.01
3,1,2.9,0,0.13,2,18293,52,6.32,7.0,12.22
0,1,6.1,2,0.58,1,17830,27,8.53,8.74,9.72
2,7,9.9,2,1.87,1,2716,46,11.69,13.5,19.33
3,10,8.2,0,2.12,0,11616,36,5.47,7.31,13.18
3,28,6.1,1,0.5,0,4618,45,10.71,15.56,17.78
2,21,2.3,2,0.19,0,23291,56,13.11,18.15,20.07
4,1,2.0,1,1.17,2,2101,34,12.92,14.51,24.42
0,9,9.2,2,0.83,0,8801,19,7.79,9.16,10.69
4,27,2.4,0,1.58,1,23532,34,9.71,14.78,16.81
7,18,7.4,2,0.13,0,36782,51,10.15,25.49,34.31
7,8,1.3,0,1.92,1,11857,47,5.09,16.79,24.69
3,17,6.2,1,0.62,1,35733,31,10.12,13.12,17.32
4,30,2.6,1,2.3,2,42241,48,14.15,19.91,21.68
0,8,4.5,1,0.47,0,17047,28,5.34,5.62,8.34
5,5,6.0,1,0.99,2,45901,50,12.83,24.1,27.98
6,22,9.5,0,0.34,1,48058,42,6.37,13.91,18.79
1,25,2.8,2,1.76,0,13691,19,8.21,9.22,12.21
5,6,5.1,1,0.17,2,14847,33,14.53,19.57,25.99
5,18,4.4,0,0.26,2,17123,31,9.04,20.79,32.16
3,22,6.3,0,0.72,0,16096,21,6.24,11.06,13.38
4,15,9.0,1,2.34,2,35615,41,11.53,19.13,25.37
0,2,4.7,0,2.27,1,22726,54,0.72,2.81,3.52
0,20,2.6,1,2.32,1,9939,23,4.77,7.54,8.79
3,8,4.8,1,0.95,0,26820,36,9.62,12.85,14.71
5,1,9.4,2,1.45,1,4834,54,16.21,25.77,31.99
